Username,Tweets,Date,Likes,Retweets
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",09/05/2023,24,8
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",08/05/2023,49,18
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",07/05/2023,26,15
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",06/05/2023,13,13
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",05/05/2023,37,5
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",04/05/2023,34,8
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",03/05/2023,52,15
Chiltern Railway,"If you are registered blind or have a visual impairment, you can buy a season ticket that allows a companion to travel with you for free. You can buy these tickets at your local ticket offices. For full details, please ask a station staff who will be happy to assist.",02/05/2023,51,6
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",01/05/2023,15,9
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,30/04/2023,43,16
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",29/04/2023,33,10
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,28/04/2023,50,16
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,27/04/2023,50,4
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",26/04/2023,22,12
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",25/04/2023,52,3
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,24/04/2023,14,9
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,23/04/2023,56,18
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,22/04/2023,46,8
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",21/04/2023,11,1
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",20/04/2023,45,15
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",19/04/2023,43,19
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,18/04/2023,13,8
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",17/04/2023,1,16
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,16/04/2023,25,1
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",15/04/2023,41,2
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",14/04/2023,38,4
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",13/04/2023,51,2
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",12/04/2023,12,3
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",11/04/2023,37,1
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",10/04/2023,16,16
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",09/04/2023,44,13
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",08/04/2023,30,5
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",07/04/2023,41,6
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,06/04/2023,60,8
Chiltern Railway,We can carry wheelchairs or mobility scooters up to 700mm wide and 1200mm long with a maximum weight of 300kg (including your weight) on our trains. Customers may remain in scooters/wheelchairs when traveling and can use the dedicated wheelchair bays on our trains.,05/04/2023,14,16
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",04/04/2023,28,9
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",03/04/2023,2,6
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",02/04/2023,32,20
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",30/03/2023,10,12
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",29/03/2023,16,19
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,28/03/2023,15,14
Chiltern Railway,"If you're traveling today or tomorrow, please remember to carry water with you and stay hydrated at all times. For more guidance on traveling during warm weather spells, please visit: https://chilternrailways.co.uk/hotweather.",27/03/2023,15,32
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",26/03/2023,15,15
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",25/03/2023,15,35
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",24/03/2023,2,40
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,23/03/2023,19,7
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",22/03/2023,10,38
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",21/03/2023,10,25
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",20/03/2023,15,40
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",19/03/2023,10,38
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",18/03/2023,17,40
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",17/03/2023,12,29
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",16/03/2023,19,17
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",15/03/2023,4,36
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,14/03/2023,10,40
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",13/03/2023,13,25
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,12/03/2023,7,18
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,11/03/2023,18,31
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,10/03/2023,4,25
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",09/03/2023,3,1
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,08/03/2023,9,38
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",07/03/2023,12,13
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",06/03/2023,3,15
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,05/03/2023,9,20
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,04/03/2023,19,17
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",03/03/2023,6,27
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",02/03/2023,9,35
Chiltern Railway,"When assistance has been booked but not provided at the time of travel, we will provide appropriate redress, and you can make a complaint on the webform via http://chilternrailways.co.uk/contact-us.",01/03/2023,14,7
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",28/02/2023,2,30
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",27/02/2023,1,38
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",26/02/2023,6,1
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",25/02/2023,6,10
Chiltern Railway,We can carry wheelchairs or mobility scooters up to 700mm wide and 1200mm long with a maximum weight of 300kg (including your weight) on our trains. Customers may remain in scooters/wheelchairs when traveling and can use the dedicated wheelchair bays on our trains.,24/02/2023,15,16
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",23/02/2023,20,35
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,22/02/2023,5,35
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",21/02/2023,6,8
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,20/02/2023,20,37
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",19/02/2023,13,37
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,18/02/2023,15,21
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",17/02/2023,7,20
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,16/02/2023,15,2
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",15/02/2023,20,6
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,14/02/2023,7,23
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",13/02/2023,20,5
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",12/02/2023,2,11
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",11/02/2023,15,34
